Q1,Q2,MRK_Age,Age_groups,Q3,Q3r5oe,Q4,State,Region,States_Division,Q5a,QS5br1,QS5br2,QS5br3,QS5br4,QS5br5,QS5br6,QS5br6oe,Q5_a__1,Q5_b__1,Q5_c__1,Q5_d__1,Q6,Vir_Q7r1,Vir_Q7r2,Vir_Q7r3,Vir_Q7r4,Vir_Q7r5,Vir_Q7r6,Vir_Q7r7,Vir_Q7r8,Vir_Q7r9,Vir_Q7r10,Vir_Q7r11,Vir_Q7r12,Vir_Q7r13,Vir_Q7r14,Vir_Q7r15,Vir_Q7r16,Vir_Q7r17,Vir_Q7r18,Vir_Q7r19,D1,D2,D3,D5,QD6,happiness,anxiety
English,74,65+,45+,Man,,18045,Pennsylvania,Northeast,Middle Atlantic,No,Selected,Other,Other,Other,Other,Other,,6,6,6,2,Getting along with friends and family.,Selected,Selected,Selected,Other,Other,Selected,Other,Other,Other,Selected,Other,Selected,Other,Selected,Other,Other,Other,Other,Other,"$100,000 - $149,999",Completed college,I work full time,Married,None,6,2
English,55,55-64,45+,Woman,,60084,Illinois,Midwest,East North Central,No,Selected,Other,Other,Other,Other,Other,,2,2,4,4,Living quietly and safely and not worry about finances or the state of the economy.,Other,Selected,Other,Selected,Selected,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Selected,Other,Other,Other,"$25,000 - $49,999",Some college,I work part time,Separate or divorced,None,4,4
English,53,45-54,45+,Man,,84111,Utah,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,7,8,9,5,"peace at home, playing my game",Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,"$75,000 - $99,999",Completed college,I work full time,Married,None,9,5
English,51,45-54,45+,Woman,,45239,Ohio,Midwest,East North Central,No,Other,Selected,Other,Other,Other,Other,,7,7,6,6,Being with the love of my life in a world of peace and relaxation. I love just enjoying his presence.,Selected,Selected,Selected,Other,Selected,Selected,Selected,Other,Selected,Selected,Selected,Selected,Selected,Other,Selected,Selected,Other,Selected,Other,"$25,000 - $49,999",Completed college,I work part time,"Single, never been married",None,6,6
English,67,65+,45+,Woman,,59014,Montana,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,8,7,7,0 - not at all,Having my grandkids live with me. It makes each day special,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Selected,Other,Other,Other,"$25,000 - $49,999",Some college,I work full time,Widowed,3,7,0
English,19,18-24,<45,Woman,,68901,Nebraska,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,1,2,5,5,My partner and maybe my pets,Selected,Selected,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Selected,Selected,Other,Other,Other,"Up to $24,999",Some college,I work full time,"Single, never been married",None,5,5
English,80,65+,45+,Woman,,29708,South Carolina,South,South Atlantic,No,Selected,Other,Other,Other,Other,Other,,10 - completely,10 - completely,10 - completely,0 - not at all,My children,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,"Up to $24,999",Completed high school,I am retired,Widowed,None,10,0
English,22,18-24,<45,Woman,,53004,Wisconsin,Midwest,East North Central,Yes,Other,Other,Other,Other,Other,Selected,Hispanic,9,9,7,9,To be with family and friends as we look up at the sky forgetting all problems,Selected,Selected,Other,Other,Other,Other,Selected,Other,Other,Selected,Other,Selected,Other,Other,Selected,Selected,Other,Other,Other,"$25,000 - $49,999",Completed college,I work full time,"Single, never been married",None,7,9
English,47,45-54,45+,Man,,55434,Minnesota,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,8,10 - completely,8,1,Have good fun family it time. Eating together. Doing things together.,Selected,Selected,Other,Other,Selected,Selected,Selected,Other,Selected,Selected,Selected,Selected,Selected,Other,Selected,Selected,Other,Selected,Other,"$75,000 - $99,999",Completed college,I work full time,Married,None,8,1
English,51,45-54,45+,Woman,,6382,Connecticut,Northeast,New England,No,Selected,Other,Other,Other,Other,Other,,8,8,9,1,"My pets, nature and people that I hold near and dear.",Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Selected,Other,Other,Selected,Other,Selected,Selected,Other,Other,Other,"$100,000 - $149,999",Graduate degree,I work full time,"Single, never been married",None,9,1
English,50,45-54,45+,Woman,,85137,Arizona,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,9,10 - completely,9,5,"The sunshine makes me happy, being financially stable makes me happy, all of my family together makes me happy. And being me, makes me happy.",Selected,Selected,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Selected,Selected,Other,Other,Other,"Up to $24,999",Completed high school,I am a stay-at-home mom/dad,Married,None,9,5
English,21,18-24,<45,Woman,,29536,South Carolina,South,South Atlantic,No,Other,Selected,Other,Other,Other,Other,,8,9,8,3,"anime, family, my friends, especially jannia",Selected,Selected,Selected,Other,Selected,Other,Other,Other,Selected,Selected,Selected,Other,Other,Other,Selected,Other,Other,Other,Other,"$25,000 - $49,999",Some college,I work full time,"Single, never been married",None,8,3
English,67,65+,45+,Man,,44212,Ohio,Midwest,East North Central,No,Selected,Other,Other,Other,Other,Other,,6,4,4,7,spending time with my grandchildren,Selected,Selected,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Other,"$75,000 - $99,999",Completed high school,I am retired,Married,None,4,7
English,69,65+,45+,Woman,,53913,Wisconsin,Midwest,East North Central,No,Selected,Other,Other,Other,Other,Other,,4,5,5,7,when the weather is good and my family comes to visit,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,"Up to $24,999",Trade/technical school,I am retired,Widowed,None,5,7
English,46,45-54,45+,Woman,,77662,Texas,South,West South Central,No,Selected,Other,Other,Other,Other,Other,,5,8,7,6,"Family safe, comfort of home and bills paid",Selected,Selected,Selected,Other,Selected,Other,Selected,Other,Other,Selected,Other,Selected,Selected,Other,Other,Selected,Other,Other,Other,"$25,000 - $49,999",Some college,I work full time,Separate or divorced,None,7,6
English,20,18-24,<45,Woman,,70744,Louisiana,South,West South Central,No,Selected,Other,Other,Other,Other,Other,,5,5,6,1,anything in my interests.,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,"Up to $24,999",Completed high school,I am unemployed,"Single, never been married",1,6,1
English,53,45-54,45+,Woman,,83646,Idaho,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,7,8,7,7,getting outdoors,Other,Other,Other,Other,Selected,Selected,Other,Other,Other,Selected,Other,Other,Selected,Other,Other,Selected,Other,Other,Other,"$50,000 - $74,999",Completed college,I am a stay-at-home mom/dad,Married,4,7,7
English,48,45-54,45+,Woman,,28665,North Carolina,South,South Atlantic,No,Selected,Other,Other,Other,Other,Other,,5,6,5,6,"My family, my dog, my cats, the beach, Robert, sunshine",Selected,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Selected,Other,Other,Other,"$25,000 - $49,999",Completed college,I work part time,Married,None,5,6
English,78,65+,45+,Woman,,20715,Maryland,South,South Atlantic,No,Selected,Other,Other,Other,Other,Other,,7,8,7,8,Being healthier,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,"$50,000 - $74,999",Some college,I am retired,Separate or divorced,None,7,8
English,49,45-54,45+,Man,,73072,Oklahoma,South,West South Central,No,Selected,Other,Other,Other,Other,Other,,2,5,2,10 - completely,"Security, stability, consistency",Selected,Selected,Other,Other,Other,Other,Selected,Other,Selected,Selected,Selected,Other,Selected,Other,Selected,Selected,Other,Other,Other,"$25,000 - $49,999",Completed college,I work part time,Separate or divorced,1,2,10
English,46,45-54,45+,Woman,,80112,Colorado,West,Mountain,Yes,Selected,Other,Other,Other,Other,Other,,8,5,9,3,Spending time with my family and friends.,Selected,Selected,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,"$150,000 or greater",Completed college,I work full time,Married,1,9,3
English,49,45-54,45+,Woman,,70560,Louisiana,South,West South Central,No,Selected,Other,Other,Other,Other,Other,,3,4,1,5,My kids make me happy,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,"Up to $24,999",Completed high school,I work part time,Living with a partner,2,1,5
English,53,45-54,45+,Woman,,19320,Pennsylvania,Northeast,Middle Atlantic,No,Selected,Other,Other,Other,Other,Other,,6,5,4,7,"Conversations with my family, watching a movie with my family, watching a good movie, sunny days, food",Selected,Selected,Other,Other,Other,Other,Selected,Other,Other,Other,Selected,Other,Selected,Other,Other,Other,Other,Other,Other,"$150,000 or greater",Completed college,I work full time,Married,1,4,7
English,60,55-64,45+,Woman,,21122,Maryland,South,South Atlantic,No,Selected,Other,Other,Other,Other,Other,,9,9,10 - completely,0 - not at all,having time to enjoy the things I like to do and appreciate the simple things in life,Selected,Selected,Other,Other,Selected,Selected,Selected,Other,Other,Other,Other,Selected,Selected,Other,Other,Selected,Other,Other,Other,"$100,000 - $149,999",Completed college,I work full time,"Single, never been married",None,10,0
English,18,18-24,<45,Woman,,56267,Minnesota,Midwest,West North Central,Yes,Other,Other,Other,Other,Selected,Other,,2,3,1,8,Being with family,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Selected,Other,Other,Other,Other,Other,Selected,Other,Other,Other,"$25,000 - $49,999",Completed high school,I am unemployed,"Single, never been married",2,1,8
English,68,65+,45+,Man,,72712,Arkansas,South,West South Central,No,Selected,Other,Other,Other,Other,Other,,8,9,8,4,being alone and being able to do what I want with out any complaining,Other,Selected,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Selected,Selected,Other,Selected,Other,"$150,000 or greater",Completed college,I am retired,Married,None,8,4
English,74,65+,45+,Woman,,86440,Arizona,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,6,5,5,6,My family,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,"Up to $24,999",Completed high school,I am retired,Separate or divorced,None,5,6
English,55,55-64,45+,Man,,44313,Ohio,Midwest,East North Central,No,Selected,Other,Other,Other,Other,Other,,6,5,5,8,Not much makes me happy since my daughter passed away,Selected,Selected,Other,Selected,Selected,Selected,Other,Other,Other,Selected,Other,Other,Selected,Other,Other,Selected,Other,Other,Other,"$100,000 - $149,999",Completed college,I work full time,Married,None,5,8
English,71,65+,45+,Woman,,28314,North Carolina,South,South Atlantic,No,Selected,Other,Other,Other,Other,Other,,0 - not at all,6,8,6,Family friends,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Other,"Up to $24,999",Completed high school,I am retired,Separate or divorced,None,8,6
English,92,65+,45+,Woman,,18431,Pennsylvania,Northeast,Middle Atlantic,No,Selected,Other,Other,Other,Other,Other,,9,8,10 - completely,1,A day without any bad thoughts and around happy people.,Selected,Other,Other,Other,Selected,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,"Up to $24,999",Completed high school,I am retired,Widowed,None,10,1
English,54,45-54,45+,Woman,,44021,Ohio,Midwest,East North Central,No,Selected,Other,Other,Other,Other,Other,,3,6,5,2,Helping others. Bring outside in nature.,Selected,Selected,Other,Other,Other,Other,Selected,Other,Other,Selected,Other,Other,Selected,Other,Selected,Selected,Other,Selected,Other,"$25,000 - $49,999",Completed college,I work part time,Married,1,5,2
English,64,55-64,45+,Woman,,44870,Ohio,Midwest,East North Central,No,Selected,Other,Other,Other,Other,Other,,5,4,5,1,Having friends and family around,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Selected,Other,Other,Other,Other,Other,Other,"Up to $24,999",Completed high school,I am retired,Widowed,None,5,1
English,73,65+,45+,Woman,,27312,North Carolina,South,South Atlantic,No,Selected,Other,Other,Other,Other,Other,,8,8,8,4,"my husband, son, daughter-in-law, grandchildren",Selected,Selected,Selected,Other,Selected,Selected,Selected,Other,Other,Other,Other,Selected,Selected,Other,Selected,Selected,Other,Other,Other,"$75,000 - $99,999",Graduate degree,I am retired,Married,None,8,4
English,61,55-64,45+,Man,,63126,Missouri,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,8,7,9,6,traveling with my wife,Selected,Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Selected,Selected,Other,Selected,Selected,Other,Other,Other,"$100,000 - $149,999",Graduate degree,I work full time,Married,None,9,6
English,60,55-64,45+,Woman,,30045,Georgia,South,South Atlantic,No,Other,Selected,Other,Other,Other,Other,,6,7,8,5,My family makes me happy,Selected,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Selected,Selected,Other,Other,"$150,000 or greater",Completed college,I work full time,Married,1,8,5
English,74,65+,45+,Woman,,7407,New Jersey,Northeast,Middle Atlantic,No,Selected,Other,Other,Other,Other,Other,,7,8,8,2,being with my family and knowing everyone is doing well makes me happy.,Selected,Selected,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Selected,Selected,Other,Other,Other,Other,Selected,Other,"$75,000 - $99,999",Completed college,I am retired,Married,None,8,2
English,20,18-24,<45,Woman,,11801,New York,Northeast,Middle Atlantic,No,Selected,Other,Other,Other,Other,Other,,7,7,6,5,Being around my dog makes me the happiest,Selected,Other,Other,Other,Other,Other,Selected,Other,Other,Selected,Other,Other,Selected,Other,Selected,Selected,Other,Other,Other,"$50,000 - $74,999",Some college,I am unemployed,"Single, never been married",3,6,5
English,62,55-64,45+,Woman,,46165,Indiana,Midwest,East North Central,No,Selected,Other,Other,Other,Other,Other,,6,6,8,2,"My son, children, comedy, seeing good things happen to good people or people being recognized for the good they do",Selected,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Selected,Other,Other,Other,"Up to $24,999",Some college,I am unemployed,Separate or divorced,None,8,2
English,25,25-34,<45,Woman,,11572,New York,Northeast,Middle Atlantic,No,Selected,Other,Other,Other,Other,Other,,6,7,6,2,"laughing, animals, friends, family",Selected,Selected,Other,Other,Selected,Selected,Other,Other,Selected,Selected,Selected,Other,Other,Other,Other,Selected,Other,Other,Other,"$150,000 or greater",Graduate degree,I work part time,"Single, never been married",None,6,2
English,50,45-54,45+,Man,,72653,Arkansas,South,West South Central,No,Selected,Other,Other,Other,Other,Other,,6,7,7,5,It makes me happy to take care of my kids,Selected,Selected,Other,Other,Other,Other,Other,Other,Selected,Selected,Selected,Other,Selected,Other,Selected,Selected,Other,Selected,Other,"$100,000 - $149,999",Completed college,I work full time,Separate or divorced,1,7,5
English,34,25-34,<45,Woman,,44307,Ohio,Midwest,East North Central,No,Other,Selected,Other,Other,Other,Other,,1,4,2,6,Being with my kids,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Selected,Selected,Other,Other,Other,Other,Other,Other,"Up to $24,999",Some high school or less,I am unemployed,"Single, never been married",None,2,6
English,56,55-64,45+,Man,,60480,Illinois,Midwest,East North Central,No,Selected,Other,Other,Other,Other,Other,,8,8,9,7,If I knew I'd do it repeatedly.  So it changes,Selected,Selected,Other,Other,Selected,Other,Selected,Other,Selected,Selected,Other,Selected,Selected,Other,Selected,Selected,Other,Other,Other,"$25,000 - $49,999",Graduate degree,I work full time,"Single, never been married",None,9,7
English,35,35-44,<45,Woman,,31008,Georgia,South,South Atlantic,No,Selected,Other,Other,Other,Other,Other,,10 - completely,9,10 - completely,7,My family and my dogs,Selected,Selected,Other,Other,Other,Selected,Other,Other,Other,Selected,Selected,Selected,Other,Other,Other,Other,Other,Other,Other,"$50,000 - $74,999",Some college,I work full time,Married,3,10,7
English,62,55-64,45+,Man,,17074,Pennsylvania,Northeast,Middle Atlantic,No,Selected,Other,Other,Other,Other,Other,,10 - completely,10 - completely,10 - completely,0 - not at all,just being with my family,Selected,Selected,Other,Other,Selected,Other,Other,Other,Other,Selected,Selected,Other,Other,Other,Selected,Selected,Other,Other,Other,"$100,000 - $149,999",Graduate degree,I work full time,Married,None,10,0
English,64,55-64,45+,Man,,78580,Texas,South,West South Central,Yes,Selected,Other,Other,Other,Other,Other,,2,4,5,5,getting together with my wife 5 children ( we lost our oldest daughter at 29 years old) and especially 13 grandchildren and I'm happy when I paint,Other,Selected,Other,Other,Selected,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,"Up to $24,999",Completed high school,I am retired,Married,None,5,5
English,36,35-44,<45,Woman,,48146,Michigan,Midwest,East North Central,No,Selected,Other,Other,Other,Other,Other,,9,9,10 - completely,1,Crafts I love to sit and make something beautiful,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Selected,Other,"$75,000 - $99,999",Completed high school,I work full time,Married,1,10,1
English,49,45-54,45+,Woman,,60133,Illinois,Midwest,East North Central,No,Selected,Other,Other,Other,Other,Other,,10 - completely,10 - completely,10 - completely,10 - completely,my family makes me happy,Selected,Other,Other,Other,Selected,Other,Selected,Other,Other,Selected,Selected,Other,Selected,Other,Selected,Selected,Selected,Selected,Other,"$75,000 - $99,999",Completed high school,I work full time,Married,2,10,10
English,61,55-64,45+,Woman,,3053,New Hampshire,Northeast,New England,No,Selected,Other,Other,Other,Other,Other,,8,10 - completely,8,2,Family and nature,Selected,Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Selected,Selected,Other,Selected,Selected,Other,Other,Other,"$150,000 or greater",Graduate degree,I work full time,Married,None,8,2
English,67,65+,45+,Woman,,67205,Kansas,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,10 - completely,10 - completely,10 - completely,2,"Faith, fun, and family",Selected,Selected,Other,Other,Selected,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,"$100,000 - $149,999",Graduate degree,I am retired,Married,None,10,2
English,45,45-54,45+,Woman,,28449,North Carolina,South,South Atlantic,No,Selected,Other,Other,Other,Other,Other,,9,10 - completely,9,2,"Living life, enjoying time with family and friends.",Selected,Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Selected,Selected,Other,Selected,Selected,Other,Other,Other,"$150,000 or greater",Completed college,I am unemployed,Married,None,9,2
English,52,45-54,45+,Woman,,49007,Michigan,Midwest,East North Central,No,Selected,Selected,Other,Other,Other,Other,,3,3,5,2,Spending time with my daughter and reading a good book,Selected,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,"Up to $24,999",Some college,I am unemployed,"Single, never been married",None,5,2
English,66,65+,45+,Man,,44839,Ohio,Midwest,East North Central,No,Selected,Other,Other,Other,Other,Other,,5,4,5,7,peace and quiet,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Selected,Other,Other,Other,Other,Other,Other,"$75,000 - $99,999",Some college,I work full time,Living with a partner,None,5,7
English,84,65+,45+,Woman,,55032,Minnesota,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,7,9,9,4,My children and religion,Selected,Other,Other,Other,Selected,Other,Selected,Other,Other,Selected,Other,Selected,Other,Other,Other,Selected,Other,Other,Other,"$25,000 - $49,999",Completed college,I am retired,Widowed,None,9,4
English,56,55-64,45+,Man,,72764,Arkansas,South,West South Central,No,Selected,Other,Other,Other,Other,Other,,10 - completely,10 - completely,10 - completely,3,Butterflies and rainbows,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Selected,Other,Other,Other,Other,Selected,Other,"$25,000 - $49,999",Some college,I work part time,Married,None,10,3
English,82,65+,45+,Woman,,2771,Massachusetts,Northeast,New England,No,Selected,Other,Other,Other,Other,Other,,7,8,8,1,Being alive and not having cancer anymore,Selected,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,"Up to $24,999",Completed high school,I am retired,Widowed,None,8,1
English,80,65+,45+,Woman,,59834,Montana,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,9,7,10 - completely,0 - not at all,Being healthy and active and not a burden to my family.,Selected,Selected,Other,Other,Selected,Selected,Other,Other,Other,Other,Selected,Selected,Selected,Other,Other,Other,Other,Selected,Other,"$75,000 - $99,999",Some college,I am retired,Married,None,10,0
English,48,45-54,45+,Woman,,28901,North Carolina,South,South Atlantic,No,Selected,Other,Other,Other,Other,Other,,7,9,8,5,"God and my family, My husband can always cheer me up.",Selected,Selected,Selected,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,"$50,000 - $74,999",Completed college,I am a stay-at-home mom/dad,Married,None,8,5
English,69,65+,45+,Woman,,54230,Wisconsin,Midwest,East North Central,No,Selected,Other,Other,Other,Other,Other,,8,8,9,1,"being involved with my grandchildren.  Having them over, and spending time with them.",Selected,Other,Other,Other,Selected,Selected,Selected,Other,Other,Selected,Other,Other,Selected,Other,Other,Other,Other,Other,Other,"Up to $24,999",Trade/technical school,I am retired,Separate or divorced,None,9,1
English,20,18-24,<45,Woman,,36360,Alabama,South,East South Central,No,Selected,Other,Other,Other,Other,Other,,5,6,5,7,Honestly being around the people I love.,Selected,Selected,Other,Other,Other,Other,Selected,Other,Other,Selected,Selected,Other,Other,Other,Other,Selected,Other,Selected,Other,"$50,000 - $74,999",Completed high school,I work part time,"Single, never been married",None,5,7
English,59,55-64,45+,Woman,,42261,Kentucky,South,East South Central,No,Selected,Other,Other,Other,Other,Other,,8,7,6,4,Hanging out with my husband and fur babies.,Selected,Selected,Other,Other,Selected,Selected,Selected,Other,Other,Other,Other,Other,Selected,Other,Selected,Selected,Other,Other,Other,"$25,000 - $49,999",Completed college,I work full time,Married,None,6,4
English,53,45-54,45+,Man,,46538,Indiana,Midwest,East North Central,No,Selected,Other,Other,Other,Other,Other,,10 - completely,10 - completely,10 - completely,0 - not at all,Spending time with family and friends and traveling,Selected,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Selected,Other,Other,Other,"$150,000 or greater",Graduate degree,I work full time,Married,None,10,0
English,22,18-24,<45,Woman,,73858,Oklahoma,South,West South Central,No,Selected,Other,Other,Other,Other,Other,,5,6,5,7,Not much really I guess good days?,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Selected,Other,Selected,Selected,Other,Other,Other,"$25,000 - $49,999",Some college,I am a stay-at-home mom/dad,Married,2,5,7
English,62,55-64,45+,Woman,,28650,North Carolina,South,South Atlantic,No,Selected,Other,Other,Other,Other,Other,,7,8,8,4,when I can stay home and not have to work - just chill at home and watch tv or play on computer or just play with the dog.,Selected,Selected,Other,Other,Selected,Selected,Other,Selected,Other,Other,Other,Other,Selected,Other,Selected,Selected,Other,Other,Other,"$50,000 - $74,999",Completed college,I work full time,"Single, never been married",None,8,4
English,51,45-54,45+,Man,,53221,Wisconsin,Midwest,East North Central,No,Selected,Other,Other,Other,Other,Other,,10 - completely,10 - completely,9,1,My faith.,Selected,Selected,Other,Other,Selected,Selected,Selected,Other,Other,Selected,Other,Selected,Selected,Other,Selected,Other,Other,Selected,Other,"Up to $24,999",Completed college,I work full time,"Single, never been married",None,9,1
English,67,65+,45+,Woman,,35173,Alabama,South,East South Central,No,Selected,Other,Other,Other,Other,Other,,9,9,9,1,"spending time with family, traveling with my spouse ,volunteering my musical skills",Selected,Selected,Other,Other,Selected,Selected,Selected,Other,Other,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Other,Other,Other,"$150,000 or greater",Completed college,I am retired,Married,None,9,1
English,72,65+,45+,Woman,,30038,Georgia,South,South Atlantic,No,Other,Selected,Other,Other,Other,Other,,5,7,10 - completely,10 - completely,Being content with doing my activities I enjoy doing. I love to work in the garden and cook some of my specialty foods. I like to see other people happy so it makes me happy.,Other,Other,Selected,Other,Other,Other,Selected,Other,Other,Selected,Other,Other,Other,Other,Other,Selected,Other,Other,Other,"Up to $24,999",Some college,I am retired,Separate or divorced,1,10,10
English,68,65+,45+,Woman,,56474,Minnesota,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,10 - completely,10 - completely,10 - completely,1,wake up every morning.  Feeling healthy.  my husband,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Other,"$25,000 - $49,999",Completed college,I am retired,Widowed,None,10,1
English,67,65+,45+,Woman,,23860,Virginia,South,South Atlantic,No,Selected,Other,Other,Other,Other,Other,,8,7,8,6,fami;y read,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,"Up to $24,999",Completed high school,I work part time,"Single, never been married",None,8,6
English,71,65+,45+,Woman,,48433,Michigan,Midwest,East North Central,No,Selected,Other,Other,Other,Other,Other,,9,9,9,0 - not at all,My family,Selected,Selected,Other,Other,Selected,Selected,Other,Other,Other,Other,Other,Other,Selected,Other,Selected,Selected,Other,Other,Other,"$25,000 - $49,999",Completed college,I am retired,Married,None,9,0
English,31,25-34,<45,Man,,65301,Missouri,Midwest,West North Central,No,Selected,Selected,Other,Other,Selected,Other,,4,8,5,10 - completely,What makes me happy is just doing what i love and knowing i am helping to inspire others,Other,Selected,Other,Selected,Other,Other,Selected,Selected,Other,Selected,Other,Selected,Other,Other,Other,Other,Other,Selected,Other,"Up to $24,999",Completed college,I am a student,"Single, never been married",None,5,10
English,63,55-64,45+,Woman,,29607,South Carolina,South,South Atlantic,No,Selected,Other,Other,Other,Other,Other,,9,8,8,2,Just being at peace and staying positive. I avoid drama and conflict. I know how to enjoy being with myself. Traveling and reading books add to my happiness.,Selected,Selected,Selected,Other,Selected,Selected,Selected,Other,Other,Selected,Other,Selected,Selected,Other,Other,Selected,Other,Selected,Other,"$50,000 - $74,999",Graduate degree,I work full time,Widowed,None,8,2
English,55,55-64,45+,Woman,,41164,Kentucky,South,East South Central,No,Selected,Other,Other,Other,Other,Other,,9,0 - not at all,10 - completely,1,"GOD, my Family, my pet, my home,",Other,Selected,Other,Other,Selected,Selected,Selected,Other,Other,Selected,Selected,Selected,Other,Other,Selected,Selected,Other,Other,Other,"$25,000 - $49,999",Completed high school,I am unemployed,Married,None,10,1
English,68,65+,45+,Man,,89148,Nevada,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,5,6,7,2,WATCHING BASEBALL ON TV,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Other,"$25,000 - $49,999",Some college,I am retired,Separate or divorced,1,7,2
English,61,55-64,45+,Man,,85710,Arizona,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,8,8,9,3,Remember my mom who just passed away,Selected,Other,Selected,Other,Other,Selected,Other,Other,Other,Other,Other,Selected,Selected,Other,Other,Selected,Other,Other,Other,"Up to $24,999",Completed college,I am retired,"Single, never been married",None,9,3
English,56,55-64,45+,Man,,22025,Virginia,South,South Atlantic,No,Selected,Other,Other,Other,Other,Other,,2,5,2,8,Having a good conversation with friends while having a beer or playing pool or just hanging out.  The smile on my 14 year old when he’s happy.,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,"Up to $24,999",Some college,I work part time,Separate or divorced,3,2,8
English,70,65+,45+,Woman,,49002,Michigan,Midwest,East North Central,No,Selected,Other,Other,Other,Other,Other,,5,7,1,10 - completely,My grandkids and children make me feel the happiest.,Selected,Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Selected,Other,Other,Other,Other,Other,Other,"Up to $24,999",Completed high school,I am retired,Widowed,None,1,10
